solar,machine51,machine53,machine32,machine34,machine45,machine43,machine55,machine42
3.61E-12,1.87E-08,1.70E-08,1.27E-08,1.07E-08,1.06E-08,1.35E-08,2.18E-08,1.48E-08
3.61E-12,1.90E-08,2.34E-08,1.28E-08,1.11E-08,2.11E-08,1.11E-08,9.96E-09,1.33E-08
3.61E-12,1.83E-08,1.84E-08,1.26E-08,1.12E-08,1.35E-08,1.48E-08,2.19E-08,1.17E-08
3.61E-12,1.91E-08,1.42E-08,1.07E-08,8.73E-09,1.26E-08,1.58E-08,1.21E-08,1.32E-08
3.61E-12,1.70E-08,1.48E-08,1.01E-08,1.41E-08,1.40E-08,1.36E-08,1.23E-08,1.72E-08
3.61E-12,1.77E-08,2.18E-08,1.13E-08,9.76E-09,1.99E-08,1.69E-08,1.74E-08,1.63E-08
3.61E-12,1.95E-08,1.73E-08,1.01E-08,1.17E-08,2.03E-08,1.62E-08,1.58E-08,1.58E-08
3.61E-12,1.97E-08,1.85E-08,1.10E-08,9.20E-09,8.25E-09,1.17E-08,1.07E-08,1.42E-08
3.61E-12,1.63E-08,2.26E-08,1.15E-08,6.51E-09,7.66E-09,1.19E-08,1.72E-08,1.23E-08
3.61E-12,1.63E-08,2.05E-08,1.02E-08,1.33E-08,1.35E-08,1.39E-08,9.92E-09,1.18E-08
3.61E-12,1.66E-08,1.91E-08,9.71E-09,1.38E-08,1.96E-08,1.85E-08,1.79E-08,1.28E-08
3.61E-12,1.71E-08,1.85E-08,1.20E-08,9.51E-09,1.39E-08,1.57E-08,2.56E-08,1.25E-08
3.61E-12,1.88E-08,1.89E-08,1.05E-08,1.42E-08,1.29E-08,1.17E-08,2.05E-08,1.52E-08
3.61E-12,1.74E-08,2.13E-08,1.30E-08,1.50E-08,9.06E-09,1.21E-08,9.45E-09,1.51E-08
3.61E-12,1.67E-08,1.71E-08,1.25E-08,1.13E-08,1.26E-08,1.19E-08,1.70E-08,1.71E-08
3.61E-12,1.67E-08,1.77E-08,1.24E-08,6.88E-09,1.72E-08,1.86E-08,1.41E-08,1.23E-08
3.61E-12,1.87E-08,2.25E-08,1.13E-08,1.43E-08,1.00E-08,1.67E-08,1.53E-08,1.40E-08
3.61E-12,1.68E-08,2.15E-08,1.14E-08,1.29E-08,1.89E-08,1.07E-08,2.62E-08,1.44E-08
3.61E-12,1.90E-08,2.07E-08,1.23E-08,7.86E-09,1.38E-08,1.55E-08,2.59E-08,1.64E-08
3.61E-12,1.95E-08,1.90E-08,1.12E-08,1.39E-08,7.73E-09,1.78E-08,1.64E-08,1.18E-08
3.61E-12,1.89E-08,1.43E-08,9.29E-09,1.18E-08,1.09E-08,1.29E-08,1.63E-08,1.39E-08
3.61E-12,1.76E-08,1.92E-08,9.39E-09,8.13E-09,8.59E-09,1.29E-08,2.29E-08,1.29E-08
3.61E-12,1.89E-08,2.01E-08,1.22E-08,1.37E-08,1.15E-08,1.28E-08,1.85E-08,1.34E-08
3.61E-12,1.93E-08,2.14E-08,1.11E-08,8.78E-09,1.71E-08,1.21E-08,1.73E-08,1.38E-08
3.61E-12,1.82E-08,2.34E-08,1.19E-08,1.50E-08,1.06E-08,1.47E-08,9.96E-09,1.59E-08
3.61E-12,1.84E-08,2.19E-08,1.29E-08,1.46E-08,1.31E-08,1.01E-08,1.88E-08,1.28E-08
3.61E-12,1.70E-08,1.62E-08,9.08E-09,1.30E-08,1.80E-08,1.48E-08,1.51E-08,1.64E-08
3.61E-12,1.82E-08,2.30E-08,1.25E-08,9.59E-09,1.51E-08,1.31E-08,2.03E-08,1.62E-08
3.61E-12,1.89E-08,1.40E-08,1.22E-08,6.72E-09,1.32E-08,1.65E-08,2.31E-08,1.37E-08
3.61E-12,1.89E-08,2.23E-08,9.72E-09,7.62E-09,1.05E-08,1.31E-08,1.42E-08,1.69E-08
3.61E-12,1.64E-08,1.91E-08,9.37E-09,1.38E-08,9.64E-09,1.45E-08,2.71E-08,1.36E-08
3.61E-12,1.64E-08,1.50E-08,1.04E-08,9.39E-09,1.05E-08,1.82E-08,2.14E-08,1.71E-08
3.61E-12,1.78E-08,2.28E-08,8.69E-09,1.18E-08,1.88E-08,1.21E-08,2.59E-08,1.60E-08
3.61E-12,1.92E-08,1.89E-08,1.21E-08,9.35E-09,1.05E-08,1.28E-08,1.96E-08,1.64E-08
3.61E-12,1.73E-08,1.70E-08,1.24E-08,1.18E-08,2.15E-08,1.19E-08,2.40E-08,1.55E-08
3.61E-12,1.71E-08,1.78E-08,1.04E-08,1.17E-08,1.88E-08,1.10E-08,2.39E-08,1.64E-08
3.61E-12,1.75E-08,1.73E-08,1.11E-08,1.26E-08,1.79E-08,1.67E-08,1.61E-08,1.40E-08
3.61E-12,1.97E-08,1.88E-08,1.23E-08,8.90E-09,1.62E-08,1.52E-08,2.64E-08,1.21E-08
3.61E-12,1.81E-08,1.83E-08,9.06E-09,1.43E-08,2.00E-08,1.39E-08,2.31E-08,1.24E-08
3.61E-12,1.85E-08,1.55E-08,1.06E-08,1.38E-08,1.01E-08,1.27E-08,1.78E-08,1.35E-08
3.61E-12,1.91E-08,2.33E-08,9.36E-09,8.55E-09,1.74E-08,1.34E-08,2.66E-08,1.72E-08
3.61E-12,1.86E-08,2.20E-08,1.04E-08,1.20E-08,2.15E-08,1.50E-08,2.59E-08,1.57E-08
3.61E-12,1.80E-08,1.96E-08,1.25E-08,8.22E-09,1.29E-08,1.87E-08,1.63E-08,1.54E-08
3.61E-12,1.95E-08,2.34E-08,1.15E-08,7.44E-09,7.74E-09,1.55E-08,1.93E-08,1.71E-08
3.61E-12,1.89E-08,1.98E-08,1.09E-08,8.75E-09,2.11E-08,1.48E-08,9.57E-09,1.56E-08
3.61E-12,1.81E-08,1.33E-08,1.25E-08,9.36E-09,1.05E-08,1.11E-08,1.46E-08,1.29E-08
3.61E-12,1.86E-08,1.34E-08,9.86E-09,8.94E-09,1.99E-08,1.40E-08,2.27E-08,1.50E-08
3.61E-12,1.91E-08,1.39E-08,1.29E-08,1.39E-08,7.95E-09,1.42E-08,1.49E-08,1.52E-08
3.61E-12,1.71E-08,1.89E-08,1.13E-08,1.17E-08,1.37E-08,1.04E-08,1.83E-08,1.39E-08
3.61E-12,1.66E-08,1.76E-08,1.06E-08,1.13E-08,1.89E-08,1.62E-08,2.48E-08,1.19E-08
3.61E-12,1.70E-08,1.76E-08,1.28E-08,1.33E-08,1.37E-08,1.30E-08,1.01E-08,1.58E-08
3.61E-12,1.81E-08,1.48E-08,1.05E-08,7.96E-09,1.81E-08,1.33E-08,2.60E-08,1.17E-08
3.61E-12,1.92E-08,1.94E-08,1.10E-08,1.21E-08,1.77E-08,1.09E-08,2.49E-08,1.16E-08
3.61E-12,1.73E-08,1.46E-08,1.27E-08,7.09E-09,1.56E-08,1.56E-08,2.08E-08,1.66E-08
3.61E-12,1.65E-08,2.15E-08,1.10E-08,1.25E-08,1.03E-08,1.48E-08,2.17E-08,1.71E-08
3.61E-12,1.79E-08,1.36E-08,8.92E-09,1.20E-08,1.87E-08,1.61E-08,1.53E-08,1.70E-08
3.61E-12,1.81E-08,2.30E-08,8.99E-09,8.29E-09,1.84E-08,1.80E-08,2.32E-08,1.33E-08
3.61E-12,1.68E-08,2.18E-08,1.21E-08,8.85E-09,1.05E-08,1.29E-08,2.40E-08,1.63E-08
3.61E-12,1.83E-08,1.88E-08,9.91E-09,1.26E-08,1.87E-08,1.39E-08,1.71E-08,1.42E-08
3.61E-12,1.73E-08,2.00E-08,1.26E-08,1.44E-08,1.80E-08,1.24E-08,2.15E-08,1.23E-08
3.61E-12,1.67E-08,1.47E-08,9.30E-09,1.16E-08,8.28E-09,1.72E-08,2.21E-08,1.69E-08
3.61E-12,1.80E-08,1.97E-08,1.25E-08,1.12E-08,1.13E-08,1.86E-08,9.69E-09,1.34E-08
3.61E-12,1.98E-08,1.66E-08,1.00E-08,7.55E-09,2.05E-08,1.13E-08,1.50E-08,1.67E-08
3.61E-12,1.81E-08,1.93E-08,1.12E-08,1.26E-08,7.65E-09,1.47E-08,9.61E-09,1.63E-08
3.61E-12,1.75E-08,2.18E-08,9.73E-09,1.15E-08,2.08E-08,1.05E-08,1.00E-08,1.17E-08
3.61E-12,1.87E-08,1.91E-08,9.16E-09,1.34E-08,1.61E-08,1.07E-08,1.03E-08,1.23E-08
3.61E-12,1.91E-08,1.36E-08,9.70E-09,8.61E-09,8.74E-09,1.76E-08,2.16E-08,1.58E-08
3.61E-12,1.86E-08,1.82E-08,1.01E-08,1.22E-08,8.92E-09,1.14E-08,9.38E-09,1.71E-08
3.61E-12,1.98E-08,1.40E-08,1.07E-08,1.22E-08,1.14E-08,1.67E-08,1.91E-08,1.40E-08
3.61E-12,1.72E-08,2.08E-08,1.26E-08,1.28E-08,1.31E-08,1.82E-08,1.36E-08,1.46E-08
3.61E-12,1.97E-08,1.55E-08,9.75E-09,1.45E-08,8.21E-09,1.27E-08,1.97E-08,1.27E-08
3.61E-12,1.85E-08,2.13E-08,1.08E-08,1.21E-08,1.87E-08,1.21E-08,1.99E-08,1.22E-08
3.61E-12,1.81E-08,2.17E-08,1.27E-08,1.08E-08,1.12E-08,1.58E-08,2.56E-08,1.45E-08
3.61E-12,1.98E-08,1.48E-08,9.15E-09,9.08E-09,1.29E-08,1.38E-08,1.47E-08,1.56E-08
3.61E-12,1.66E-08,1.70E-08,9.95E-09,9.16E-09,8.75E-09,1.53E-08,1.41E-08,1.25E-08
3.61E-12,1.63E-08,1.57E-08,1.11E-08,1.40E-08,7.83E-09,1.80E-08,1.14E-08,1.64E-08
3.61E-12,1.91E-08,2.26E-08,9.26E-09,1.09E-08,1.31E-08,1.16E-08,1.94E-08,1.51E-08
3.61E-12,1.70E-08,1.83E-08,1.30E-08,1.07E-08,1.73E-08,1.37E-08,9.66E-09,1.32E-08
3.61E-12,1.91E-08,1.64E-08,9.03E-09,1.09E-08,1.25E-08,1.65E-08,1.85E-08,1.62E-08
3.61E-12,1.92E-08,1.47E-08,9.20E-09,1.36E-08,1.64E-08,1.03E-08,2.52E-08,1.45E-08
3.61E-12,1.82E-08,1.92E-08,1.20E-08,1.39E-08,1.28E-08,1.08E-08,2.23E-08,1.35E-08
3.61E-12,1.93E-08,1.67E-08,1.23E-08,8.03E-09,9.09E-09,1.77E-08,9.82E-09,1.55E-08
3.61E-12,1.89E-08,1.74E-08,1.03E-08,1.50E-08,1.30E-08,1.39E-08,1.19E-08,1.34E-08
3.61E-12,1.74E-08,2.23E-08,9.74E-09,9.19E-09,1.31E-08,1.62E-08,1.16E-08,1.66E-08
3.61E-12,1.66E-08,1.76E-08,8.80E-09,1.30E-08,1.73E-08,1.20E-08,2.13E-08,1.48E-08
3.61E-12,1.93E-08,1.87E-08,1.26E-08,1.01E-08,1.24E-08,1.43E-08,1.36E-08,1.69E-08
3.61E-12,1.79E-08,1.54E-08,1.05E-08,1.26E-08,1.30E-08,1.17E-08,2.45E-08,1.49E-08
3.61E-12,1.76E-08,1.50E-08,9.62E-09,1.10E-08,1.35E-08,1.65E-08,1.03E-08,1.65E-08
3.61E-12,1.87E-08,1.41E-08,1.24E-08,8.23E-09,1.60E-08,1.48E-08,1.20E-08,1.16E-08
3.61E-12,1.90E-08,2.09E-08,1.05E-08,6.99E-09,1.57E-08,1.16E-08,2.22E-08,1.46E-08
3.61E-12,1.72E-08,2.26E-08,1.20E-08,1.42E-08,8.22E-09,1.17E-08,2.23E-08,1.56E-08
3.61E-12,1.91E-08,1.81E-08,1.05E-08,1.18E-08,1.96E-08,1.59E-08,1.85E-08,1.33E-08
3.61E-12,1.88E-08,1.68E-08,1.11E-08,1.42E-08,1.94E-08,1.79E-08,2.60E-08,1.63E-08
3.61E-12,1.63E-08,1.27E-08,9.05E-09,8.76E-09,7.55E-09,1.38E-08,1.52E-08,1.47E-08
3.61E-12,1.96E-08,1.59E-08,1.01E-08,1.39E-08,1.21E-08,1.13E-08,1.82E-08,1.65E-08
3.61E-12,1.76E-08,2.02E-08,1.14E-08,1.04E-08,1.41E-08,1.83E-08,1.05E-08,1.32E-08
3.61E-12,1.79E-08,1.90E-08,1.25E-08,1.06E-08,1.35E-08,1.66E-08,1.75E-08,1.65E-08
3.61E-12,1.79E-08,1.80E-08,1.08E-08,8.49E-09,8.46E-09,1.07E-08,2.51E-08,1.29E-08
3.61E-12,1.94E-08,2.04E-08,1.24E-08,1.46E-08,9.24E-09,1.35E-08,2.67E-08,1.53E-08
3.61E-12,1.95E-08,1.79E-08,8.73E-09,1.19E-08,1.06E-08,1.47E-08,2.21E-08,1.51E-08
3.61E-12,1.84E-08,1.73E-08,9.72E-09,1.02E-08,7.37E-09,1.54E-08,2.63E-08,1.21E-08
3.61E-12,1.64E-08,2.22E-08,9.74E-09,6.58E-09,1.90E-08,1.13E-08,2.49E-08,1.21E-08
3.61E-12,1.75E-08,1.91E-08,1.12E-08,1.23E-08,1.66E-08,1.39E-08,1.16E-08,1.59E-08
3.61E-12,1.71E-08,1.97E-08,1.24E-08,7.23E-09,2.13E-08,1.04E-08,2.41E-08,1.64E-08
3.61E-12,1.64E-08,1.86E-08,1.28E-08,9.29E-09,1.89E-08,1.53E-08,2.33E-08,1.62E-08
3.61E-12,1.64E-08,1.57E-08,1.15E-08,1.07E-08,2.13E-08,1.66E-08,1.93E-08,1.33E-08
3.61E-12,1.72E-08,2.22E-08,1.06E-08,1.36E-08,8.64E-09,1.76E-08,9.53E-09,1.68E-08
3.61E-12,1.95E-08,1.83E-08,9.19E-09,8.04E-09,1.74E-08,1.73E-08,9.66E-09,1.59E-08
3.61E-12,1.97E-08,1.64E-08,1.14E-08,9.47E-09,1.03E-08,1.69E-08,2.21E-08,1.32E-08
3.61E-12,1.84E-08,1.72E-08,9.07E-09,6.71E-09,1.43E-08,1.25E-08,1.52E-08,1.32E-08
3.61E-12,1.69E-08,1.70E-08,1.17E-08,8.27E-09,1.68E-08,1.40E-08,1.69E-08,1.26E-08
3.61E-12,1.69E-08,1.93E-08,9.83E-09,1.14E-08,2.09E-08,1.63E-08,2.13E-08,1.71E-08
3.61E-12,1.91E-08,1.92E-08,1.28E-08,7.02E-09,1.11E-08,1.87E-08,2.30E-08,1.43E-08
3.61E-12,1.87E-08,1.72E-08,1.03E-08,8.35E-09,1.28E-08,1.04E-08,1.76E-08,1.35E-08
3.61E-12,1.98E-08,1.87E-08,1.23E-08,1.00E-08,1.39E-08,1.73E-08,2.69E-08,1.46E-08
3.61E-12,1.96E-08,2.06E-08,1.11E-08,1.49E-08,1.91E-08,1.84E-08,2.07E-08,1.37E-08
3.61E-12,1.80E-08,2.25E-08,8.73E-09,7.86E-09,1.40E-08,1.48E-08,1.01E-08,1.54E-08
3.61E-12,1.95E-08,1.38E-08,1.06E-08,8.93E-09,2.15E-08,1.54E-08,1.36E-08,1.23E-08
3.61E-12,1.82E-08,2.16E-08,1.23E-08,1.37E-08,1.02E-08,1.48E-08,2.48E-08,1.23E-08
3.61E-12,1.93E-08,2.24E-08,9.61E-09,7.17E-09,1.41E-08,1.73E-08,1.75E-08,1.39E-08
3.61E-12,1.81E-08,1.40E-08,9.24E-09,1.40E-08,1.59E-08,1.24E-08,2.46E-08,1.19E-08
3.61E-12,1.79E-08,2.05E-08,1.01E-08,9.98E-09,1.48E-08,1.79E-08,2.31E-08,1.20E-08
3.61E-12,1.73E-08,1.67E-08,1.24E-08,1.01E-08,1.07E-08,1.53E-08,1.77E-08,1.67E-08
3.61E-12,1.96E-08,2.15E-08,1.17E-08,1.29E-08,2.02E-08,1.07E-08,1.51E-08,1.16E-08
3.61E-12,1.92E-08,1.81E-08,1.03E-08,8.46E-09,1.49E-08,1.26E-08,1.03E-08,1.20E-08
3.61E-12,1.65E-08,1.71E-08,9.20E-09,1.03E-08,2.02E-08,1.32E-08,1.12E-08,1.48E-08
3.61E-12,1.94E-08,1.64E-08,8.85E-09,7.73E-09,8.33E-09,1.65E-08,1.73E-08,1.54E-08
3.61E-12,1.88E-08,1.88E-08,1.14E-08,1.41E-08,1.68E-08,1.77E-08,1.75E-08,1.24E-08
3.61E-12,1.65E-08,2.04E-08,1.00E-08,1.23E-08,1.66E-08,1.47E-08,2.19E-08,1.45E-08
3.61E-12,1.80E-08,1.80E-08,1.27E-08,9.87E-09,8.91E-09,1.22E-08,2.14E-08,1.64E-08
3.61E-12,1.98E-08,1.50E-08,1.20E-08,1.16E-08,1.30E-08,1.45E-08,1.80E-08,1.53E-08
3.61E-12,1.89E-08,1.59E-08,9.06E-09,1.37E-08,1.29E-08,1.68E-08,1.23E-08,1.22E-08
3.61E-12,1.95E-08,2.21E-08,1.30E-08,1.40E-08,7.76E-09,1.48E-08,2.70E-08,1.45E-08
3.61E-12,1.94E-08,1.34E-08,1.29E-08,1.45E-08,1.54E-08,1.39E-08,1.51E-08,1.57E-08
3.61E-12,1.63E-08,1.67E-08,1.27E-08,1.12E-08,1.41E-08,1.44E-08,1.46E-08,1.70E-08
3.61E-12,1.98E-08,1.82E-08,1.30E-08,1.05E-08,1.34E-08,1.20E-08,1.25E-08,1.64E-08
3.61E-12,1.89E-08,1.84E-08,1.23E-08,1.09E-08,1.52E-08,1.20E-08,1.96E-08,1.24E-08
3.61E-12,1.64E-08,2.00E-08,1.13E-08,8.40E-09,1.31E-08,1.56E-08,1.91E-08,1.23E-08
3.61E-12,1.69E-08,1.27E-08,1.05E-08,1.07E-08,9.53E-09,1.59E-08,9.35E-09,1.22E-08
3.61E-12,1.97E-08,2.32E-08,8.80E-09,1.08E-08,1.97E-08,1.22E-08,2.41E-08,1.63E-08
3.61E-12,1.85E-08,1.27E-08,1.03E-08,1.43E-08,1.71E-08,1.34E-08,2.04E-08,1.30E-08
3.61E-12,1.83E-08,2.33E-08,1.23E-08,8.96E-09,1.71E-08,1.32E-08,2.68E-08,1.20E-08
3.61E-12,1.72E-08,2.14E-08,9.03E-09,1.11E-08,1.88E-08,1.65E-08,1.16E-08,1.41E-08
3.61E-12,1.75E-08,1.78E-08,1.12E-08,7.76E-09,2.03E-08,1.57E-08,1.20E-08,1.48E-08
3.61E-12,1.96E-08,2.11E-08,1.16E-08,1.05E-08,1.10E-08,1.50E-08,1.35E-08,1.34E-08
3.61E-12,1.95E-08,2.22E-08,1.21E-08,1.45E-08,9.81E-09,1.46E-08,2.03E-08,1.68E-08
3.61E-12,1.86E-08,1.69E-08,1.19E-08,1.36E-08,1.59E-08,1.08E-08,2.57E-08,1.19E-08
3.61E-12,1.82E-08,1.39E-08,1.03E-08,1.35E-08,1.07E-08,1.78E-08,2.19E-08,1.37E-08
3.61E-12,1.71E-08,1.54E-08,1.20E-08,6.93E-09,1.71E-08,1.55E-08,2.25E-08,1.72E-08
3.61E-12,1.76E-08,1.55E-08,1.25E-08,1.35E-08,1.39E-08,1.09E-08,1.92E-08,1.26E-08
3.61E-12,1.82E-08,1.65E-08,1.00E-08,1.28E-08,1.47E-08,1.70E-08,1.27E-08,1.55E-08
3.61E-12,1.64E-08,2.13E-08,1.16E-08,1.47E-08,8.54E-09,1.80E-08,1.82E-08,1.51E-08
3.61E-12,1.74E-08,1.35E-08,1.24E-08,7.75E-09,1.26E-08,1.55E-08,2.70E-08,1.45E-08
3.61E-12,1.98E-08,1.51E-08,1.04E-08,1.25E-08,8.16E-09,1.66E-08,1.66E-08,1.62E-08
3.61E-12,1.76E-08,1.61E-08,1.29E-08,1.27E-08,1.32E-08,1.10E-08,2.23E-08,1.52E-08
3.61E-12,1.65E-08,1.39E-08,1.29E-08,1.08E-08,7.55E-09,1.06E-08,1.16E-08,1.67E-08
3.61E-12,1.79E-08,1.87E-08,1.08E-08,7.09E-09,2.02E-08,1.26E-08,1.39E-08,1.50E-08
3.61E-12,1.80E-08,1.66E-08,1.15E-08,1.46E-08,1.62E-08,1.26E-08,1.27E-08,1.41E-08
3.61E-12,1.63E-08,2.21E-08,1.13E-08,8.26E-09,1.47E-08,1.06E-08,2.46E-08,1.41E-08
3.61E-12,1.82E-08,1.88E-08,1.16E-08,9.72E-09,8.35E-09,1.41E-08,9.89E-09,1.58E-08
3.61E-12,1.64E-08,2.30E-08,1.19E-08,1.46E-08,1.46E-08,1.22E-08,1.37E-08,1.59E-08
3.61E-12,1.98E-08,1.65E-08,1.19E-08,7.45E-09,1.58E-08,1.38E-08,2.22E-08,1.31E-08
3.61E-12,1.66E-08,1.75E-08,1.14E-08,7.64E-09,1.38E-08,1.58E-08,2.40E-08,1.33E-08
3.61E-12,1.77E-08,2.22E-08,1.17E-08,8.60E-09,1.82E-08,1.26E-08,1.40E-08,1.16E-08
3.61E-12,1.76E-08,1.74E-08,9.99E-09,9.02E-09,1.07E-08,1.82E-08,2.46E-08,1.39E-08
3.61E-12,1.80E-08,1.88E-08,1.08E-08,8.84E-09,2.15E-08,1.17E-08,2.46E-08,1.17E-08
3.61E-12,1.74E-08,2.08E-08,1.15E-08,7.97E-09,2.10E-08,1.48E-08,1.36E-08,1.49E-08
3.61E-12,1.96E-08,2.23E-08,1.08E-08,1.03E-08,1.17E-08,1.06E-08,2.26E-08,1.23E-08
3.61E-12,1.75E-08,1.69E-08,1.25E-08,6.68E-09,1.94E-08,1.26E-08,1.35E-08,1.44E-08
3.61E-12,1.89E-08,1.48E-08,9.60E-09,1.50E-08,1.58E-08,1.27E-08,2.65E-08,1.67E-08
3.61E-12,1.69E-08,1.27E-08,1.18E-08,1.40E-08,8.93E-09,1.04E-08,1.98E-08,1.50E-08
3.61E-12,1.81E-08,1.27E-08,1.17E-08,1.47E-08,1.98E-08,1.11E-08,1.54E-08,1.30E-08
3.61E-12,1.83E-08,1.93E-08,9.97E-09,1.34E-08,1.87E-08,1.69E-08,1.54E-08,1.19E-08
3.61E-12,1.88E-08,2.34E-08,9.37E-09,7.48E-09,2.04E-08,1.43E-08,2.44E-08,1.62E-08
3.61E-12,1.69E-08,1.53E-08,8.90E-09,1.18E-08,1.84E-08,1.45E-08,9.53E-09,1.73E-08
3.61E-12,1.81E-08,1.62E-08,9.42E-09,1.19E-08,1.55E-08,1.66E-08,1.18E-08,1.36E-08
3.61E-12,1.68E-08,2.19E-08,1.01E-08,8.89E-09,7.31E-09,1.71E-08,1.80E-08,1.47E-08
3.61E-12,1.94E-08,2.05E-08,1.16E-08,8.05E-09,1.52E-08,1.84E-08,1.98E-08,1.62E-08
3.61E-12,1.98E-08,2.22E-08,9.59E-09,6.80E-09,1.37E-08,1.02E-08,1.76E-08,1.71E-08
3.61E-12,1.71E-08,1.68E-08,1.05E-08,1.37E-08,1.91E-08,1.40E-08,1.59E-08,1.69E-08
3.61E-12,1.89E-08,2.06E-08,1.28E-08,1.09E-08,1.87E-08,1.40E-08,2.44E-08,1.38E-08
3.61E-12,1.89E-08,2.32E-08,1.09E-08,1.02E-08,1.02E-08,1.29E-08,1.10E-08,1.37E-08
3.61E-12,1.74E-08,1.63E-08,1.22E-08,1.11E-08,1.48E-08,1.68E-08,1.12E-08,1.52E-08
3.61E-12,1.75E-08,1.63E-08,1.12E-08,1.40E-08,1.01E-08,1.59E-08,2.53E-08,1.27E-08
3.61E-12,1.73E-08,1.80E-08,1.25E-08,1.08E-08,1.12E-08,1.47E-08,1.94E-08,1.39E-08
3.61E-12,1.63E-08,2.03E-08,1.09E-08,9.80E-09,8.16E-09,1.32E-08,1.33E-08,1.27E-08
3.61E-12,1.92E-08,1.69E-08,8.90E-09,9.75E-09,1.84E-08,1.15E-08,2.55E-08,1.34E-08
3.61E-12,1.74E-08,1.49E-08,1.20E-08,7.11E-09,2.09E-08,1.15E-08,1.42E-08,1.55E-08
3.61E-12,1.68E-08,1.82E-08,1.18E-08,1.46E-08,1.78E-08,1.66E-08,1.64E-08,1.29E-08
3.61E-12,1.81E-08,1.50E-08,1.23E-08,1.22E-08,1.90E-08,1.70E-08,1.75E-08,1.33E-08
3.61E-12,1.87E-08,2.33E-08,1.20E-08,1.37E-08,1.74E-08,1.53E-08,2.26E-08,1.44E-08
3.61E-12,1.94E-08,1.34E-08,1.29E-08,7.36E-09,1.51E-08,1.36E-08,1.10E-08,1.57E-08
3.61E-12,1.85E-08,2.11E-08,1.11E-08,1.35E-08,1.56E-08,1.83E-08,2.48E-08,1.45E-08
3.61E-12,1.91E-08,1.78E-08,1.23E-08,9.30E-09,2.13E-08,1.25E-08,1.03E-08,1.59E-08
3.61E-12,1.93E-08,2.26E-08,1.01E-08,1.35E-08,1.50E-08,1.41E-08,2.38E-08,1.71E-08
3.61E-12,1.65E-08,2.03E-08,9.68E-09,9.96E-09,1.11E-08,1.73E-08,2.70E-08,1.53E-08
3.61E-12,1.88E-08,2.27E-08,1.16E-08,1.14E-08,1.27E-08,1.56E-08,1.56E-08,1.39E-08
3.61E-12,1.76E-08,1.77E-08,1.08E-08,1.44E-08,1.02E-08,1.30E-08,1.94E-08,1.44E-08
3.61E-12,1.72E-08,1.89E-08,1.25E-08,7.03E-09,1.36E-08,1.08E-08,1.92E-08,1.47E-08
3.61E-12,1.90E-08,1.52E-08,1.12E-08,1.05E-08,1.97E-08,1.58E-08,1.54E-08,1.36E-08
3.61E-12,1.72E-08,2.30E-08,9.96E-09,7.87E-09,1.24E-08,1.65E-08,2.18E-08,1.56E-08
3.61E-12,1.63E-08,1.67E-08,1.26E-08,9.26E-09,1.58E-08,1.27E-08,1.13E-08,1.38E-08
3.61E-12,1.92E-08,2.33E-08,1.24E-08,7.23E-09,1.21E-08,1.22E-08,1.48E-08,1.72E-08
3.61E-12,1.82E-08,2.08E-08,1.23E-08,7.95E-09,2.03E-08,1.10E-08,2.25E-08,1.58E-08
3.61E-12,1.88E-08,1.41E-08,1.06E-08,1.09E-08,1.49E-08,1.76E-08,2.13E-08,1.62E-08
3.61E-12,1.82E-08,2.30E-08,8.96E-09,1.12E-08,1.13E-08,1.43E-08,2.14E-08,1.28E-08
3.61E-12,1.84E-08,1.62E-08,1.25E-08,7.66E-09,8.70E-09,1.84E-08,1.18E-08,1.24E-08
5.20E-05,0.24191,0.19583,0.15304,0.17695,0.2767,0.24404,0.31507,0.20557
0.0002118,1.1032,1.35,0.63686,0.5363,1.0927,0.71319,0.77762,0.83523
0.00050947,2.6082,2.7236,1.2977,1.0684,1.5986,2.3261,2.3214,2.306
0.00086325,4.6919,4.0549,2.1259,2.7372,4.3082,3.0806,4.2858,3.0685
0.0010586,5.7578,5.2366,3.2265,2.467,2.5234,3.1168,6.9839,4.6941
0.0010132,4.7578,6.2671,3.2637,3.4211,6.0403,2.9189,4.6824,4.0366
0.00097825,4.9729,3.6683,3.1228,1.8837,4.1354,4.4108,4.8321,4.0971
0.0012828,6.0467,6.9744,3.6646,2.6283,4.5026,4.401,4.7545,5.3834
0.001891,9.4982,8.9626,5.0325,7.3001,10.294,6.5833,10.546,8.4094
0.0026726,14.579,16.727,7.6484,5.8539,13.863,8.2133,8.8039,10.074
0.0035241,18.846,18.496,10.937,14.174,15.155,9.9518,23.072,14.71
0.0044484,22.152,19.152,12.054,13.142,12.942,12.974,14.885,16.074
0.005444,25.576,28.946,18.447,20.391,28.358,24.495,37.003,24.225
0.006422,30.208,41.615,16.134,21.588,18.372,21.741,26.963,22.584
0.0073418,36.759,46.637,21.097,23.514,32.496,33.149,33.095,33.581
0.0081977,44.436,47.158,22.484,30.433,21.077,32.88,45.526,35.464
0.0089269,43.593,50.759,30.929,17.265,22.789,43.486,41.142,34.441
0.0093151,50.852,53.568,33.322,21.988,22.216,34.68,46.588,38.307
0.0092606,50.717,46.104,26.68,38.783,28.189,40.717,67.799,39.578
0.0088077,42.27,44.861,21.154,34.536,31.862,31.029,63.882,34.676
0.0081008,38.784,30.41,25.101,17.557,18.57,33.97,31.877,30.614
0.0078871,41.208,47.913,22.222,32.402,45.858,25.984,50.014,33.006
